title,media,date,link
'No scan  no flight' at Heathrow and Manchester,BBC News,01.02.2010,http://news.bbc.co.uk/2/hi/uk_news/8490860.stm
N.J. airport crash kills five people after plane breaks apart over ...,The Star-Ledger - NJ.com,15.02.2010,https://www.nj.com/news/2010/02/nj_airport_crash_kills_five_pe.html
3 Polish Visitors Among Dead in Crash at Monmouth Airport,New York Times,17.02.2010,https://www.nytimes.com/2010/02/17/nyregion/17plane.html
Victims ID'd in Fatal New Jersey Plane Crash,,16.02.2010,https://www.nbcnewyork.com/news/local/plane-crash-that-killed-5-may-have-been-a-bird-strike/1906110/
Coming to airports: TSA will swab passenger hands for explosives,Christian Science Monitor,17.02.2010,https://www.csmonitor.com/USA/2010/0217/Coming-to-airports-TSA-will-swab-passenger-hands-for-explosives
Major runway closing at JFK airport,CNN,28.02.2010,http://www.cnn.com/2010/TRAVEL/02/26/jfk.runway.closing/index.html
Man arrested after Detroit airport security breach,Plain Dealer,08.02.2010,https://www.cleveland.com/nation/2010/02/man_arrested_after_detroit_air.html
ZIA made Shahjalal International Airport,The Daily Star,16.02.2010,https://www.thedailystar.net/news-detail-126503
Chinese man living in airport returns home,Telegraph.co.uk,12.02.2010,https://www.telegraph.co.uk/news/worldnews/asia/china/7220824/Chinese-man-living-in-airport-returns-home.html
London's Heathrow airport deploys body scanners,Reuters,01.02.2010,https://www.reuters.com/article/us-security-britain-scanners/londons-heathrow-airport-deploys-body-scanners-idUSTRE6102O220100201
Man arrested after disrobing at Phoenix airport,,05.02.2010,https://www.newsday.com/news/nation/man-arrested-after-disrobing-at-phoenix-airport-1.1745410
Airport Charges at FRA: Fraport and Airlines Reach Agreement,,19.02.2010,https://www.prnewswire.com/news-releases/airport-charges-at-fra-fraport-and-airlines-reach-agreement-84787322.html
Egypt's traffic up 35% in three years; local start-ups attacking Egyptair monopoly,anna.aero,23.02.2010,https://www.anna.aero/2010/02/23/egypts-traffic-up-35pc-in-three-years/
How Vacations Affect Your Happiness,New York Times,18.02.2010,https://well.blogs.nytimes.com/2010/02/18/how-vacations-affect-your-happiness/
Study Shows People Happier Before  Not After Vacation,SmarterTravel.com,23.02.2010,https://www.smartertravel.com/study-shows-people-happier-before-not-after-vacation/
Icon Goes All In For Mel Gibson's How I Spent My Summer ...,Cinema Blend,15.02.2010,https://www.cinemablend.com/new/Icon-Goes-All-Mel-Gibson-How-I-Spent-My-Summer-Vacation-17074.html
How to Set a Workplace Vacation Policy,Inc.com,01.03.2010,https://www.inc.com/guides/set-workplace-vacation-policy.html
TripAdvisor Unlocks The Door To The World's Quirkiest ...,,05.02.2010,https://www.prnewswire.com/news-releases/tripadvisor-unlocks-the-door-to-the-worlds-quirkiest-vacation-rentals-83625567.html
'Family Truckster' lives  thanks to Wheaton man,Chicago Daily Herald,05.02.2010,http://prev.dailyherald.com/story/?id=356864
Plan more than just the route before your family road trip - The ...,Boston Globe,11.02.2010,http://www.boston.com/lifestyle/family/articles/2010/02/11/plan_more_than_just_the_route_before_your_family_road_trip/
Watch Now: Chevy Chase In ‘Hotel Hell Vacation’ Film Short,Geeks of Doom,08.02.2010,https://geeksofdoom.com/2010/02/08/watch-now-chevy-chase-in-hotel-hell-vacation-film-short
Corporate Housing by Owner Teams with Vacation Planning ...,PR Web,23.02.2010,https://www.prweb.com/releases/2010/2/prweb3639044.htm
How To Travel Using Vacation Rentals,,08.02.2010,https://www.prnewswire.com/news-releases/how-to-travel-using-vacation-rentals-83797142.html
Passenger flow increases as holiday draws to end,China Daily,19.02.2010,https://www.chinadaily.com.cn/china/2010-02/19/content_9474960.htm
Presidents Day 2010: facts about a holiday with an identity crisis,Christian Science Monitor,15.02.2010,https://www.csmonitor.com/USA/Society/2010/0215/Presidents-Day-2010-facts-about-a-holiday-with-an-identity-crisis
Vegetarian Dishes From a Greek Holiday,New York Times,23.02.2010,https://www.nytimes.com/2010/02/23/health/nutrition/22recipehealth.html
Join Thomson as a graduate trainee and get a £500 holiday after a year,Independent,18.02.2010,https://www.independent.co.uk/student/career-planning/getting-job/join-thomson-as-a-graduate-trainee-and-get-a-500-holiday-after-a-year-1902382.html
David Mitchell's holiday heaven and hell - Telegraph,Telegraph.co.uk,18.02.2010,https://www.telegraph.co.uk/travel/celebritytravel/7263351/David-Mitchells-holiday-heaven-and-hell.html
LEBANON Beirut  national Islamic-Christian holiday in the ...,AsiaNews.it,19.02.2010,http://www.asianews.it/news-en/Beirut -national-Islamic-Christian-holiday-in-the-name-of-the-Annunciation-of-Mary-17675.html
Employer's use it or lose it condition in relation to holiday ...,,11.02.2010,https://www.lexology.com/library/detail.aspx?g=a199e680-e6f5-4b11-9741-4d7be8148a7b
Women decide on holidays but men foot the bill  survey shows,,24.02.2010,https://www.telegraph.co.uk/travel/travelnews/7304892/Women-decide-on-holidays-but-men-foot-the-bill-survey-shows.html
Turkey holidays: getting there - Telegraph,Telegraph.co.uk,20.02.2010,https://www.telegraph.co.uk/travel/sunandsea/7264906/Turkey-holidays-getting-there.html
Valentine's Day Facts: Gifts  History  and Love Science,National Geographic,12.02.2010,https://www.nationalgeographic.com/news/2010/2/100210-valentines-day-gifts-cards-history-facts/
'Airplane!': Peter Graves-y things to say today,Entertainment Weekly,15.03.2010,https://ew.com/article/2010/03/15/peter-graves-airplane-quotes/
Peter Graves  star of Mission: Impossible and Airplane! dies,Christian Science Monitor,15.03.2010,https://www.csmonitor.com/From-the-news-wires/2010/0315/Peter-Graves-star-of-Mission-Impossible-and-Airplane!-dies
Airplane! pilot Peter Graves dies aged 83,Independent,16.03.2010,https://www.independent.co.uk/arts-entertainment/films/news/airplane-pilot-peter-graves-dies-aged-83-1921843.html
NTSB Report Out On Air Plane Crash That Killed Jogger,AvStop Aviation News,30.03.2010,http://avstop.com/news_march_2010/ntsb_report_out_on_air_plane_crash_that_killed_jogger.htm
Gamma Rays a Flight Risk?,National Geographic,05.03.2010,https://www.nationalgeographic.com/news/2010/3/100305-gamma-rays-thunderstorms-airplanes-radiation/
British Airways to Feature Airplane Health Management on Its ...,,04.03.2010,http://www.prnewswire.com/news-releases/british-airways-to-feature-airplane-health-management-on-its-boeing-twin-aisle-fleet-86324422.html
March 17  1953: The Black Box Is Born,Wired News,17.03.2010,https://www.wired.com/2010/03/0317warren-invents-airplane-black-box/
Boeing 747-8 Freighter Achieves Initial Airworthiness Milestone,,11.03.2010,https://www.prnewswire.com/news-releases/boeing-747-8-freighter-achieves-initial-airworthiness-milestone-87330297.html
Boeing 787 Passes Incredible Wing Flex Test,Wired News,29.03.2010,https://www.wired.com/2010/03/boeing-787-passes-incredible-wing-flex-test/
March 2  1949: Around the World Without Landing,Wired News,02.03.2010,https://www.wired.com/2010/03/0302b50-nonstop-circumnavigation/
Schmuddelige Familienfehde: Sex  Millionengeschenke und Steuerhinterziehung,Spiegel Online,27.03.2010,https://www.spiegel.de/wirtschaft/soziales/schmuddelige-familienfehde-sex-millionengeschenke-und-steuerhinterziehung-a-685838.html
Incident: Izmir Airlines A319 at Frankfurt on Mar 10th 2010 ...,The Aviation Herald,10.03.2010,http://avherald.com/h?article=42875f53
Die Frau für die krassen Nahaufnahmen,FAZ - Frankfurter Allgemeine Zeitung,22.03.2010,https://m.faz.net/aktuell/gesellschaft/menschen/im-portraet-nora-von-waldstaetten-die-frau-fuer-die-krassen-nahaufnahmen-1955405.html
Abuse scandal hits elite progressive school,The Local,06.03.2010,https://www.thelocal.de/20100306/25709
Lufthansa pilots threaten strike as wage talks fail,The Local,22.03.2010,https://www.thelocal.de/20100322/26037
Musikmesse 2010: Knaggs Guitars launch at Frankfurt,MusicRadar.com,11.03.2010,https://www.musicradar.com/news/guitars/musikmesse-2010-knaggs-guitars-launch-at-frankfurt-239614
Musikmesse 2010: Vox Virage II launched at Frankfurt,MusicRadar.com,24.03.2010,https://www.musicradar.com/news/guitars/musikmesse-2010-vox-virage-ii-launched-at-frankfurt-241214
Bio weather: Cloudy with a chance of kidney stones?,The Local,08.03.2010,https://www.thelocal.de/20100308/25535
Musikmesse 2010: Gibson Guitar announces Frankfurt line-up,MusicRadar.com,19.03.2010,https://www.musicradar.com/news/guitars/musikmesse-2010-gibson-guitar-announces-frankfurt-line-up-240631
GVST GSnap: AutoTune Plugin for free ⋆ delamar.de,delamar,12.10.2017,https://www.delamar.de/musiksoftware/audio-plugins/free-vst-plugins-gsnap-autotune-for-free-7770/
15 Small-Business Tax Deductions,Entrepreneur,04.03.2010,https://www.entrepreneur.com/article/205334
Foursquare Gives Businesses New Analytics Tools  Flirts With A Business Model - Business Insider,The Business Insider,09.03.2010,https://www.businessinsider.com/foursquare-gives-businesses-new-analytics-tools-flirts-with-a-business-model-2010-3
Google Is Hiring Bond Traders - Business Insider,The Business Insider,22.03.2010,https://www.businessinsider.com/google-builds-bond-trading-desk-in-bid-to-make-money-off-of-cash-reserves-2010-3
9 Ways to Prepare for Growth and Success,,20.03.2010,https://www.entrepreneur.com/article/205644
U.S. Bank and Vistaprint Introduce Vistaprint Visa® Business ...,,30.03.2010,https://www.businesswire.com/news/home/20100330006302/en/U.S.-Bank-Vistaprint-Introduce-Vistaprint-Visa%C2%AE-Business
- Business Insider,The Business Insider,23.03.2010,https://www.businessinsider.com/chart-of-the-day-revenue-vs-operating-profit-share-of-top-pc-vendors-2010-3
How Entrepreneurs Can Create Effective Business Plans,Knowledge@Wharton,02.03.2010,https://knowledge.wharton.upenn.edu/article/how-entrepreneurs-can-create-effective-business-plans/
Cheap TV Spots Offers Top Ten Business Savings Tips,,22.03.2010,https://www.prnewswire.com/news-releases/cheap-tv-spots-offers-top-ten-business-savings-tips-88815177.html
Resource Nation Leverages Experian's Business Credit ...,,11.03.2010,https://www.prnewswire.com/news-releases/resource-nation-leverages-experians-business-credit-information-to-further-prescreen-vendors-87364052.html
itelligence Named 2009 SAP(R) Business All-in-One Partner ...,,02.03.2010,https://www.prnewswire.com/news-releases/itelligence-named-2009-sapr-business-all-in-one-partner-of-the-year-us-86001907.html
A New Threat For Structured Finance Transactions: Flip ...,,12.03.2010,https://www.mondaq.com/canada/investment-strategy/95668/a-new-threat-for-structured-finance-transactions-flip-clauses-enforceable
Finance & Development  March 2010 - Is It Worth It?,,31.07.2010,https://www.imf.org/external/pubs/ft/fandd/2010/03/zimbalist.htm
Creating a Winning Finance Resume,Wall Street Journal,30.03.2010,https://www.wsj.com/articles/SB10001424052702304370304575151800528181186
Finance: An exposed position,Financial Times,08.03.2010,https://www.ft.com/content/0d29fbdc-2aef-11df-886b-00144feabdc0
(sf) stands for structured finance,FT Alphaville,16.03.2010,http://ftalphaville.ft.com/2010/03/16/176186/sf-stands-for-structured-finance/
Finance & Development  March 2010 - Housing Prices: More Room to Fall?,International Monetary Fund,05.03.2010,https://www.imf.org/external/pubs/ft/fandd/2010/03/loungani.htm
CMSA changes name to CRE Finance Council,,23.03.2010,https://nationalmortgageprofessional.com/news/19336/cmsa-changes-name-cre-finance-council
Poll of Finance Students at World's Largest Student ...,,18.03.2010,http://www.prnewswire.com/news-releases/poll-of-finance-students-at-worlds-largest-student-investment-forum-see-federal-budget-deficit-as-most-important-issue-facing-us-88465937.html
Key Equipment Finance Names John A. Collier Jr. Federal ...,,24.03.2010,https://www.prnewswire.com/news-releases/key-equipment-finance-names-john-a-collier-jr-federal-field-sales-representative-key-government-finance-89000002.html
Derivatives Regulation In Brazil - Finance and Banking - Brazil,,17.03.2010,https://www.mondaq.com/brazil/commoditiesderivativesstock-exchanges/96020/derivatives-regulation-in-brazil
Recession slang: 10 new terms for a new economy,Christian Science Monitor,08.03.2010,https://www.csmonitor.com/Business/new-economy/2010/0308/Recession-slang-10-new-terms-for-a-new-economy
San Francisco  Boston  Portland Own the Green Economy,,02.03.2010,https://www.fastcompany.com/1567486/san-francisco-boston-portland-own-green-economy
Australian economy ends 2009 with strong growth,BBC News,03.03.2010,http://news.bbc.co.uk/2/hi/business/8546717.stm
Militia activity linked to economy  shifting demographics,Plain Dealer,31.03.2010,https://www.cleveland.com/nation/2010/03/militia_activity_linked_to_eco.html
How They Killed the Economy | by Roger E. Alcaly,The New York Review of Books,25.03.2010,https://www.nybooks.com/articles/2010/03/25/how-they-killed-the-economy/
New report reveals the environmental and social impact of the ...,Stanford University News,16.03.2010,https://news.stanford.edu/news/2010/march/livestock-revolution-environment-031610.html
Americans Firm in Prioritizing Economy Over Environment,Gallup.com,18.03.2010,https://news.gallup.com/poll/126788/americans-firm-prioritizing-economy-environment.aspx
Why Our Present Economy Is Not Sustainable,Seeking Alpha,10.03.2010,https://seekingalpha.com/article/192858-why-our-present-economy-is-not-sustainable
The bogus Republican claim that Obamacare is a government ...,,09.03.2010,https://slate.com/business/2010/03/the-bogus-republican-claim-that-obamacare-is-a-government-takeover-of-one-sixth-of-the-economy.html
Conundrum of Kerala's struggling economy,BBC News,17.03.2010,http://news.bbc.co.uk/2/hi/south_asia/8546952.stm
Virgin America passenger recounts hours spent on tarmac,CNN,17.03.2010,http://www.cnn.com/2010/TRAVEL/03/17/virgin.america.flight/index.html
Passengers on Mediterranean cruise ship hit by freak waves ...,,04.03.2010,https://www.telegraph.co.uk/news/worldnews/europe/france/7368600/Passengers-on-Mediterranean-cruise-ship-hit-by-freak-waves-describe-chaos.html
Louis Cruises Reports Fatalities on Mediterranean Cruise,,04.03.2010,http://www.travelagentcentral.com/cruises/louis-cruises-reports-fatalities-mediterranean-cruise
Huge waves kill two on cruise ship in Mediterranean,Daily Mail,03.03.2010,https://www.dailymail.co.uk/news/article-1255218/Huge-waves-kill-cruise-ship-Mediterranean.html
U.S. airports expand passenger full-body screening,Reuters,05.03.2010,https://www.reuters.com/article/us-usa-security-airports/u-s-airports-expand-passenger-full-body-screening-idUSTRE6244C620100305
Celebrity Cruises Gives Mercury Cruise Ship a 72-Hour Cleaning,,17.03.2010,https://abcnews.go.com/Travel/celebrity-cruises-fighting-consecutive-gastrointestinal-illness-outbreak-mercury/story?id=10128334
How the Men Reacted as the Titanic and Lusitania Went Under,New York Times,01.03.2010,https://www.nytimes.com/2010/03/02/science/02ships.html
Continental Airlines ending free meals for most passengers,Plain Dealer,15.03.2010,https://www.cleveland.com/business/2010/03/continental_airlines_ending_fr.html
New York Cabs Gouged Riders Out of Millions,New York Times,13.03.2010,https://www.nytimes.com/2010/03/13/nyregion/13taxi.html
An estimated 3.000 passengers waiting in Punta Arenas to fly ...,MercoPress,02.03.2010,https://en.mercopress.com/2010/03/02/an-estimated-3.000-passengers-waiting-in-punta-arenas-to-fly-back-to-santiago
Court upholds ban on Hare Krishna soliciting in LAX airport,Christian Science Monitor,25.03.2010,https://www.csmonitor.com/USA/Justice/2010/0325/Court-upholds-ban-on-Hare-Krishna-soliciting-in-LAX-airport
Haisong Jiang Faces Consequences for Kiss at Newark Airport,New York Times,10.03.2010,https://www.nytimes.com/2010/03/10/nyregion/10newark.html
Airport worker misused scanner,Sydney Morning Herald,26.03.2010,https://www.smh.com.au/lifestyle/airport-worker-misused-scanner-20100325-r00b.html
New Airport  Northwest Florida Beaches International  to Open,New York Times,10.03.2010,https://www.nytimes.com/2010/03/10/realestate/commercial/10airport.html
Berlin's Airport: Shining Beacon or Waste of Money,New York Times,08.03.2010,https://www.nytimes.com/2010/03/09/world/europe/09berlin.html
Pilots who overflew airport drop attempt to keep licenses,CNN,15.03.2010,http://www.cnn.com/2010/TRAVEL/03/15/wayward.pilots.licenses/index.html
Cops: NFL Star Busted at Airport with Gun,TMZ.com,01.04.2010,https://www.tmz.com/2010/04/01/cleveland-browns-star-gun-airport-shaun-rogers/
Do airport full body scanners violate Islam?,Christian Science Monitor,15.03.2010,https://www.csmonitor.com/USA/2010/0315/Do-airport-full-body-scanners-violate-Islam
Kid Controller Controversy: Boy Directs JFK Air Traffic,,03.03.2010,https://abcnews.go.com/GMA/boy-directs-air-traffic-jfk-airport-caught-tape/story?id=9995927
Women refuse to go through airport body scanners,BBC News,03.03.2010,http://news.bbc.co.uk/2/hi/uk_news/england/manchester/8547416.stm
Bulgaria's airport traffic trebles in eight years; Sofia traffic down just 3% in 2009; Wizz Air still gaining on Bulgaria Air,anna.aero,23.03.2010,https://www.anna.aero/2010/03/23/bulgarias-airport-traffic-trebles-in-eight-years/
London Heathrow still attracting new services; bmi  China Airlines and Kingfisher celebrate route launches; British Airways now serves 104 destinations,anna.aero,30.03.2010,https://www.anna.aero/2010/03/30/london-heathrow-still-attracting-new-services/
Travel Insurance: Vacation Savior? Or a Waste?,,05.03.2010,https://abcnews.go.com/Travel/travel-insurance-waste-vacation-savior/story?id=10023580
How to Set a Workplace Vacation Policy,Inc.com,01.03.2010,https://www.inc.com/guides/set-workplace-vacation-policy.html
Post-Vacation Blues,Psychology Today,15.03.2010,https://www.psychologytoday.com/us/blog/mind-tapas/201003/post-vacation-blues
Apple Vacations Kicks off its Spring SuperSale- Biggest Sale ...,,05.03.2010,https://www.prnewswire.com/news-releases/apple-vacations-kicks-off-its-spring-supersale--biggest-sale-of-the-season-86684652.html
Funjet Vacations' Sizzling Summer Specials from $399 ...,,01.04.2010,https://www.prnewswire.com/news-releases/funjet-vacations-sizzling-summer-specials-from-399-including-airfare-89712597.html
New Brunswick to pay $1.4M to retiring six employees for ...,,02.03.2010,https://www.nj.com/news/2010/03/new_brunswick_retirements_for.html
Caribbean Getaway for Under $300 Per Person,SmarterTravel.com,30.03.2010,https://www.smartertravel.com/caribbean-getaway-for-under-300-per-person/
Disneyland Resort Offers Spring/Summer Value With 'Two ...,,16.03.2010,http://www.prnewswire.com/news-releases/disneyland-resort-offers-springsummer-value-with-two-more-days--nights-free-when-you-buy-a-3-daynight-vacation-package-87908557.html
Summer Vacation Comes Early This Year: Experience A ...,,25.03.2010,https://www.prnewswire.com/news-releases/summer-vacation-comes-early-this-year-experience-a-lively-line-up-of-barbados-festivals-89113827.html
Two New Travel Guidebooks Explore South Carolina's Most ...,,08.03.2010,https://www.prnewswire.com/news-releases/two-new-travel-guidebooks-explore-south-carolinas-most-popular-vacation-destinations-86928787.html
Dee Dee Bridgewater channels Billie Holiday,Los Angeles Times,15.03.2010,https://www.latimes.com/archives/la-xpm-2010-mar-15-la-et-bridgewater15-2010mar15-story.html
LEBANON Lebanese Christians and Muslims celebrate the ...,AsiaNews.it,25.03.2010,http://www.asianews.it/news-en/Lebanese-Christians-and-Muslims-celebrate-the-Annunciation-together-in-the-name-of-Mary-17985.html
Parents still pay for young adults to take holidays,Daily Mail,29.03.2010,https://www.dailymail.co.uk/travel/article-1261565/Parents-pay-young-adults-holidays.html
BRITS GET HOME INSPIRATION ON HOLIDAY!,Response Source,11.03.2010,https://pressreleases.responsesource.com/news/54621/brits-get-home-inspiration-on-holiday-/
Azerbaijan marks Novruz holiday,Trend News Agency,20.03.2010,https://en.trend.az/azerbaijan/politics/1657130.html
Sharon Osbourne's holiday heaven and hell,Telegraph.co.uk,18.03.2010,https://www.telegraph.co.uk/travel/celebritytravel/7471252/Sharon-Osbournes-holiday-heaven-and-hell.html
Pier 1 Imports Presents $1.1 Million Raised in Holiday ...,,02.03.2010,http://www.prnewswire.com/news-releases/pier-1-imports-presents-11-million-raised-in-holiday-greeting-card-sales-to-us-fund-for-unicef-86018697.html
Round table on celebrating Novruz as international holiday,Trend News Agency,18.03.2010,https://en.trend.az/azerbaijan/politics/1656232.html
Pensioner sent to stay in 24/7 Magaluf party hotel,Telegraph.co.uk,16.03.2010,https://www.telegraph.co.uk/news/worldnews/europe/spain/7448144/Pensioner-sent-to-stay-in-247-Magaluf-party-hotel.html
Practical guide to planning a motorhome holiday,,10.03.2010,https://www.telegraph.co.uk/travel/familyholidays/7412936/Practical-guide-to-planning-a-motorhome-holiday.html
Paying to Pee: Have the Airlines Gone Too Far?,,12.04.2010,https://abcnews.go.com/Travel/Green/paying-pee-airlines-critics-call-ryanairs-fee-inhumane/story?id=10355139
Video: Boeing’s 787 Suffers Through Deep Freeze in Florida,Wired News,22.04.2010,https://www.wired.com/2010/04/boeings-787-suffering-through-deep-freeze-in-florida/
NTSB Report Out On Learjet Crash That Killed Four In South ...,AvStop Aviation News,07.04.2010,http://avstop.com/news_april_2010/ntsb_report_out_learjet_crash_that_killed_four_in_south_carolina.htm
How Volcanic Ash Can Kill An Airplane,Jalopnik,15.04.2010,https://jalopnik.com/how-volcanic-ash-can-kill-an-airplane-5517775
Speeding by plane is big part of NASCAR,,05.10.2018,https://www.jacksonville.com/article/20100428/SPORTS/801253281
Plane truth? The feds will not do anything about Slope ...,BrooklynPapers.com,02.04.2010,https://www.brooklynpaper.com/plane-truth-the-feds-will-not-do-anything-about-slope-airplane-noise/
DIY Airplane Combines Four Seats  Turbine Power and Jet-Like Speed,Wired News,15.04.2010,https://www.wired.com/2010/04/a-diy-airplane-that-combines-four-seats-turbine-power-and-jet-like-speeds/
No Longer Free  Airplane Food Tries to Be Tasty,New York Times,12.04.2010,https://www.nytimes.com/2010/04/13/business/13food.html
Can someone with aortic stenosis still travel by air?,,28.04.2010,https://www.cnn.com/2010/HEALTH/expert.q.a/04/28/aortic.stenosis.flying.brawley/index.html
Counterfeit goods: designer handbags  Rolex watches  and now airplane engine parts,Christian Science Monitor,26.04.2010,https://www.csmonitor.com/Business/2010/0426/Counterfeit-goods-designer-handbags-Rolex-watches-and-now-airplane-engine-parts
Literatur: Frankfurt erinnert an Valentin Senger,FOCUS Online,19.04.2010,https://www.focus.de/kultur/diverses/literatur-frankfurt-erinnert-an-valentin-senger_aid_500119.html
Sol Meliá to open new hotels In Lisbon And Frankfurt,Breaking Travel News,23.04.2010,https://www.breakingtravelnews.com/news/article/sol-melia-to-open-new-hotels-in-lisbon-and-frankfurt/
The downfall of the 'Downfall' mash-ups,The Local,22.04.2010,https://www.thelocal.de/20100422/26719
Zurich Airport commercial revenue jumped 7.7% in Mar-2010 ...,Centre for Asia Pacific Aviation,14.04.2010,https://centreforaviation.com/analysis/reports/zurich-airport-commercial-revenue-jumped-77-in-mar-2010-24914
German scholar rankles Swiss with questions over Heidi's origins,The Local,29.04.2010,https://www.thelocal.de/20100429/26869
Real Estate Trickery Backfires: How Berlin Got the Upper ...,Spiegel Online,20.04.2010,https://www.spiegel.de/international/business/real-estate-trickery-backfires-how-berlin-got-the-upper-hand-on-goldman-sachs-a-689771.html
Will the Icelandic volcano affect the World Championship?,,17.04.2010,https://en.chessbase.com/post/will-the-icelandic-volcano-affect-the-world-championship
Die Mär vom Ur-Heidi | NZZ,NZZ Online,15.04.2010,https://www.nzz.ch/die_maer_vom_ur-heidi-1.5448506
Germany faces up to sexual abuse after scandals at Catholic  other schools,Christian Science Monitor,19.04.2010,https://www.csmonitor.com/World/Europe/2010/0419/Germany-faces-up-to-sexual-abuse-after-scandals-at-Catholic-other-schools
Lynxes clawing back a bit of German wilderness,The Local,26.04.2010,https://www.thelocal.de/20100426/26799
8 business imperatives for driving competitive advantage in ...,,29.05.2018,https://www.reliableplant.com/Read/24289/8-business-imperatives-driving-advantage
How to Get In: Columbia University Business School,,15.04.2010,https://www.usnews.com/education/articles/2010/04/15/how-to-get-in-columbia-university-business-school
Business Professionals Choose Smartphones Over Coffee,,13.04.2010,https://www.pcworld.com/article/194137/business_professionals_choose_smartphones_over_coffee.html
BMSV Intends to Acquire The Pirate Bay,,27.04.2010,https://www.businesswire.com/news/home/20100427006646/en/BMSV-Intends-Acquire-Pirate-Bay
New York Times Revamps Business Section Online - Business Insider,The Business Insider,12.04.2010,https://www.businessinsider.com/new-york-times-revamps-business-section-online-2010-4
Saudi Ambassador to Speak at US-Saudi Business Forum,,28.04.2010,https://www.prnewswire.com/news-releases/saudi-ambassador-to-speak-at-us-saudi-business-forum-92251074.html
New Consulting Services From Verizon Business Take the ...,,27.04.2010,http://www.prnewswire.com/news-releases/new-consulting-services-from-verizon-business-take-the-guesswork-out-of-data-center-planning-and-deployment-92267499.html
Omniture Online Marketing Suite Advances with New ...,,13.04.2010,https://www.businesswire.com/news/home/20100412007254/en/Omniture-Online-Marketing-Suite-Advances-New-Analytics
Why Business Schools Are Failing Women,Forbes,12.04.2010,https://www.forbes.com/2010/04/12/business-school-women-mba-forbes-woman-leadership-women.html
Global President Shares Strategies for Building a World Class ...,,26.04.2010,https://www.prnewswire.com/news-releases/global-president-shares-strategies-for-building-a-world-class-services-business-at-field-service-west-2010-92099759.html
Restaurant Finance & Development Conference,Restaurant Finance Monitor,15.04.2010,https://www.restfinance.com/RFDC/
Finance Your Franchise With Retirement Funds,Entrepreneur,23.04.2010,https://www.entrepreneur.com/article/206310
Post Crisis  Finance Pros Fear Market  Liquidity Risk,,13.04.2010,https://www.prnewswire.com/news-releases/post-crisis-finance-pros-fear-market-liquidity-risk-90749139.html
NorthStar Education Finance to repay students nearly $10M,,09.04.2010,https://www.startribune.com/northstar-education-finance-to-repay-students-nearly-10m/90423064/
Bulgaria Alfa Finance Holding Sells Plovdiv Airport,Novinite.com,09.04.2010,https://www.novinite.com/articles/115068/Bulgaria+Alfa+Finance+Holding+Sells+Plovdiv+Airport
Posting independent amounts under derivative transactions ...,,16.04.2010,https://www.lexology.com/library/detail.aspx?g=a5063400-8dbf-4f85-a4d6-4260a3e7bc34
Egyptian Saudi Finance Bank changes name | Banking – Gulf ...,GulfNews,03.04.2010,https://gulfnews.com/business/banking/egyptian-saudi-finance-bank-changes-name-1.607095
Financial Advice by Women for Women,New York Times,23.04.2010,https://www.nytimes.com/2010/04/24/your-money/24money.html
Out of finance options? Try mezzanine debt,Globe and Mail,19.04.2010,https://www.theglobeandmail.com/report-on-business/small-business/sb-money/out-of-finance-options-try-mezzanine-debt/article4258985/
Jim Gewert Named Executive Vice President of Worldwide ...,,19.04.2010,https://www.businesswire.com/news/home/20100419005560/en/Jim-Gewert-Named-Executive-Vice-President-Worldwide
Americans Still Most Confident in Obama on Economy,Gallup.com,19.04.2010,https://news.gallup.com/poll/127424/americans-confident-obama-economy.aspx
Voters Rate Economy as Top Issue for 2010,Gallup.com,08.04.2010,https://news.gallup.com/poll/127247/voters-rate-economy-top-issue-2010.aspx
Economic Growth at 3.2% in First Quarter,New York Times,01.05.2010,https://www.nytimes.com/2010/05/01/business/economy/01econ.html
Eyjafjallajökull's Economic Impact: Airlines Fear Losses Higher than 9/11,Spiegel Online,19.04.2010,https://www.spiegel.de/international/business/eyjafjallajoekull-s-economic-impact-airlines-fear-losses-higher-than-9-11-a-689883.html
7 Reasons to Be Optimistic and Pessimistic About the Economy,,13.04.2010,https://www.theatlantic.com/business/archive/2010/04/7-reasons-to-be-optimistic-i-and-i-pessimistic-about-the-economy/38845/
Why a Bad Economy Is the Best Time to Start a Business,TechCrunch,10.04.2010,https://techcrunch.com/2010/04/10/why-a-bad-economy-is-the-best-time-to-start-a-business/
Opinion | For Greece's Economy  Geography Was Destiny,,24.04.2010,https://www.nytimes.com/2010/04/25/opinion/25kaplan.html
Study: Fair Use Contributes Trillions to U.S. Economy,Wired News,27.04.2010,https://www.wired.com/2010/04/fairuse-economy/
Climate Change - Building a Green Economy,New York Times,11.04.2010,https://www.nytimes.com/2010/04/11/magazine/11Economy-t.html
How Credit Cards Hurt the Economy,Forbes,27.04.2010,https://www.forbes.com/sites/moneybuilder/2010/04/27/how-credit-cards-hurt-the-economy/
Ryanair agrees to compensate delayed passengers,Irish Examiner,22.04.2010,https://www.irishexaminer.com/breakingnews/ireland/ryanair-agrees-to-compensate-delayed-passengers-454862.html
Less Baggage  Big Savings to Airlines,New York Times,07.04.2010,https://www.nytimes.com/2010/04/07/business/07bags.html
Spirit Airlines to Charge New Fee for Carry-On Luggage,,06.04.2010,https://abcnews.go.com/Travel/spirit-airlines-charge-fee-carryon-luggage-bag-surcharge/story?id=10298802
